id,eval_id,experiment,subject,relation,object,out,OK,DIR,BOOL,LIT,LEX,SEM,ENT,DESC,COR,ref,rel_desc,semsim,contr,agree,perpl
1337,16,rel2text_fewshot100/seed_1,Viking,partial failed launches,4,Viking has four partial failed launches.,,,,x,x,,,,,Viking had 4 partial failed launches.,total number of launches resulting in partial failure,5,0.1317709568,99.4045496,8.160139084
1337,16,webnlg/seed_1,Viking,partial failed launches,4,Viking had 4 partial failed launches.,,,,x,x,,,,,Viking had 4 partial failed launches.,total number of launches resulting in partial failure,5,0.1160428976,99.41704869,7.987755775
92,17,rel2text/seed_1,Robert Karabinchak,image,RobKarabinchak.jpg,Robert Karabinchak is depicted in the image Rob karabinchaks.jpg.,,,,,,,,x,,Robert Karabinchak is pictured in the image RobKarabinchak.jpg.,An image of the item.,5,4.12806645,93.9520359,5.301582813
92,17,kelm,Robert Karabinchak,image,RobKarabinchak.jpg,Robert Karabinchak's image is RobKarabinch Sak.jpg.,,,,x,,,,,,Robert Karabinchak is pictured in the image RobKarabinchak.jpg.,An image of the item.,4.579683781,2.983170189,95.33739686,6.753875256
92,17,rel2text_mask_mask/seed_1,Robert Karabinchak,image,RobKarabinchak.jpg,Robert Karabinchak has a Flickr username of Rob karabinchaks.jpg.,,,,,,x,,,,Robert Karabinchak is pictured in the image RobKarabinchak.jpg.,An image of the item.,3.57837081,7.028055936,26.42191947,5.394207001
92,17,rel2text_fewshot100/seed_1,Robert Karabinchak,image,RobKarabinchak.jpg,Robert Karabinchak is the image of Rob karabinchaks.,,,,,,x,,,,Robert Karabinchak is pictured in the image RobKarabinchak.jpg.,An image of the item.,4.445371628,16.68636799,68.58064532,5.479519844
92,17,rel2text_desc_concat/seed_1,Robert Karabinchak,image,RobKarabinchak.jpg,Robert Karabinchak has an image of Rob karabinchaks.jpg.,,,,x,,,,,,Robert Karabinchak is pictured in the image RobKarabinchak.jpg.,An image of the item.,4.504536629,15.02869278,78.98413539,5.292903423
92,17,webnlg/seed_1,Robert Karabinchak,image,RobKarabinchak.jpg,"Robert Karabinchak is in the image ""rob karabinchakov.jpg"".",,,,,,,,,,Robert Karabinchak is pictured in the image RobKarabinchak.jpg.,An image of the item.,4.833695412,18.18409711,75.79908967,5.245787621
1496,18,rel2text/seed_1,Sharnbrook Academy,county,Bedfordshire,Sharnbrook Academy is in Bedfordshire.,,,,,,,,,,Sharnbrook Academy is situated in the county of Bedfordshire.,The county where the thing is located.,4.978065968,0.6662889849,98.76390696,6.311466694
1496,18,rel2text_mask_mask/seed_1,Sharnbrook Academy,county,Bedfordshire,Sharnbrook Academy is in Bedfordshire.,,,,,,,,,,Sharnbrook Academy is situated in the county of Bedfordshire.,The county where the thing is located.,4.978066444,0.6662874017,98.76390696,6.31146431
1496,18,kelm,Sharnbrook Academy,county,Bedfordshire,Sharnbrook Academy is located in Bedfordshire.,,,,,,,,,,Sharnbrook Academy is situated in the county of Bedfordshire.,The county where the thing is located.,5,0.4564600531,99.05189872,5.486818314
1496,18,webnlg/seed_1,Sharnbrook Academy,county,Bedfordshire,Sharnbrook Academy is in the county of Bedfordshire.,,,,,,,,,,Sharnbrook Academy is situated in the county of Bedfordshire.,The county where the thing is located.,5,0.5410299171,98.97117615,5.46830225
1496,18,rel2text_fewshot100/seed_1,Sharnbrook Academy,county,Bedfordshire,Sharnbrook Academy is in Bedfordshire.,,,,,,,,,,Sharnbrook Academy is situated in the county of Bedfordshire.,The county where the thing is located.,4.978065968,0.6662876811,98.76390696,6.31146431
1496,18,rel2text_desc_concat/seed_1,Sharnbrook Academy,county,Bedfordshire,Sharnbrook Academy is in Bedfordshire.,,,,,,,,,,Sharnbrook Academy is situated in the county of Bedfordshire.,The county where the thing is located.,4.978065968,0.6662876811,98.76390696,6.31146431
487,19,rel2text_mask_mask/seed_1,Pamplona City Transport,number of vehicles,34,Pamplona City Transport has 34 passengers.,,,,,,x,,,,Pamplona City Transport has 34 vehicles.,Number of vehicles used in the transit system.,3.124905109,18.69460344,2.933761105,7.279488564
487,19,kelm,Pamplona City Transport,number of vehicles,34,Pamplona City Transport has 34 vehicles.,,,,,,,,,,Pamplona City Transport has 34 vehicles.,Number of vehicles used in the transit system.,5,0.160033151,99.38405752,7.154586792
487,19,webnlg/seed_1,Pamplona City Transport,number of vehicles,34,Pamplona City Transport has 34 vehicles.,,,,,,,,,,Pamplona City Transport has 34 vehicles.,Number of vehicles used in the transit system.,5,0.160033151,99.38405752,7.154588699
487,19,rel2text/seed_1,Pamplona City Transport,number of vehicles,34,Pamplona City Transport has 34 vehicles.,,,,,,,,,,Pamplona City Transport has 34 vehicles.,Number of vehicles used in the transit system.,5,0.160033151,99.38405752,7.154586792
487,19,rel2text_fewshot100/seed_1,Pamplona City Transport,number of vehicles,34,Pamplona City Transport has 34 vehicles.,,,,,,,,,,Pamplona City Transport has 34 vehicles.,Number of vehicles used in the transit system.,5,0.160033151,99.38405752,7.154588699
487,19,rel2text_desc_concat/seed_1,Pamplona City Transport,number of vehicles,34,Pamplona City Transport has 34 vehicles.,,,,,,,,,,Pamplona City Transport has 34 vehicles.,Number of vehicles used in the transit system.,5,0.160033151,99.38405752,7.154588699
1563,20,rel2text_fewshot100/seed_1,Wayne Meylan,honours,1967 College Football All-America Team,Wayne Meylan was named to the 1967 College Football All-America Team.,,,,,x,x,,x,,Wayne Meylan was an honour student for 1967 College Football All-America Team.,"Honours bestowed upon a Person, Organization, RaceHorse, etc",4.363771439,0.9373485111,97.53521681,4.463282585
1563,20,rel2text/seed_1,Wayne Meylan,honours,1967 College Football All-America Team,Wayne Meylan was a member of the 1967 College Football All-America Team.,,,,,,x,,,,Wayne Meylan was an honour student for 1967 College Football All-America Team.,"Honours bestowed upon a Person, Organization, RaceHorse, etc",4.297917366,1.836824231,97.06202745,4.217896461
1563,20,kelm,Wayne Meylan,honours,1967 College Football All-America Team,Wayne Meylan was a member of the 1967 College Football All-America team.,,,,,,x,,,,Wayne Meylan was an honour student for 1967 College Football All-America Team.,"Honours bestowed upon a Person, Organization, RaceHorse, etc",4.293943882,1.624159142,97.36065865,4.146360874
1563,20,webnlg/seed_1,Wayne Meylan,honours,1967 College Football All-America Team,Wayne Meylan was a member of the 1967 College Football All-America Team.,,,,,,x,,,,Wayne Meylan was an honour student for 1967 College Football All-America Team.,"Honours bestowed upon a Person, Organization, RaceHorse, etc",4.297916412,1.836821996,97.06202745,4.217894554
1563,20,rel2text_desc_concat/seed_1,Wayne Meylan,honours,1967 College Football All-America Team,Wayne Meylan was named to the 1967 College Football All-America Team.,,,,,x,x,,,,Wayne Meylan was an honour student for 1967 College Football All-America Team.,"Honours bestowed upon a Person, Organization, RaceHorse, etc",4.363771439,0.9373485111,97.53521681,4.463282585
1563,20,rel2text_mask_mask/seed_1,Wayne Meylan,honours,1967 College Football All-America Team,Wayne Meylan was a member of the 1967 College Football All-America Team.,,,,,,x,,,,Wayne Meylan was an honour student for 1967 College Football All-America Team.,"Honours bestowed upon a Person, Organization, RaceHorse, etc",4.297916412,1.836821996,97.06202745,4.217894554
1140,21,rel2text_desc_concat/seed_1,AS Vacoas-Phoenix,capacity,6200,AS Vacoas-Phoenix has a capacity of 6200.,,,,,,,x,x,,The AS Vacoas-Phoenix stadium has a capacity of 6200.,"Number of people who can be served by a Train or other service; or participate in a SoccerClub, CricketTeam, etc",4.582154751,0.4651159048,98.97145629,6.399259567
1140,21,kelm,AS Vacoas-Phoenix,capacity,6200,AS Vacoas-Phoenix has a capacity of 6200.,,,,,,,,,,The AS Vacoas-Phoenix stadium has a capacity of 6200.,"Number of people who can be served by a Train or other service; or participate in a SoccerClub, CricketTeam, etc",4.582154274,0.4651155323,98.97145629,6.399262428
1140,21,rel2text_mask_mask/seed_1,AS Vacoas-Phoenix,capacity,6200,AS Vacoas-Phoenix has a speed limit of 6200.,,,,,,x,,,,The AS Vacoas-Phoenix stadium has a capacity of 6200.,"Number of people who can be served by a Train or other service; or participate in a SoccerClub, CricketTeam, etc",2.5184834,18.27873439,13.92922848,6.422425747
1140,21,rel2text_fewshot100/seed_1,AS Vacoas-Phoenix,capacity,6200,AS Vacoas-Phoenix has a capacity of 6200.,,,,,,,,,,The AS Vacoas-Phoenix stadium has a capacity of 6200.,"Number of people who can be served by a Train or other service; or participate in a SoccerClub, CricketTeam, etc",4.582154751,0.4651159048,98.97145629,6.399259567
1140,21,rel2text/seed_1,AS Vacoas-Phoenix,capacity,6200,AS Vacoas-Phoenix has a capacity of 6200.,,,,,,,,,,The AS Vacoas-Phoenix stadium has a capacity of 6200.,"Number of people who can be served by a Train or other service; or participate in a SoccerClub, CricketTeam, etc",4.582154274,0.4651155323,98.97145629,6.399262428
1140,21,webnlg/seed_1,AS Vacoas-Phoenix,capacity,6200,AS Vacoas-Phoenix has a capacity of 6200.,,,,,,,,,,The AS Vacoas-Phoenix stadium has a capacity of 6200.,"Number of people who can be served by a Train or other service; or participate in a SoccerClub, CricketTeam, etc",4.582154274,0.4651168361,98.97145629,6.399259567
564,22,webnlg/seed_1,Song dynasty,gdp per capita,26.5,The gdp per capita of the Song dynasty is 26.5.,,,,,,,,,,During the Song dynasty the nation's per capita GDP was 26.5.,The nominal gross domestic product of a country per capita.,4.725270748,0.4390046,98.9713192,5.154966831
564,22,kelm,Song dynasty,gdp per capita,26.5,The Song dynasty's gdp per capita is 26.5.,,,,,,,,,,During the Song dynasty the nation's per capita GDP was 26.5.,The nominal gross domestic product of a country per capita.,4.798577785,0.415795669,99.04810786,5.867891788
564,22,rel2text_fewshot100/seed_1,Song dynasty,gdp per capita,26.5,The Song dynasty has a gdp per capita of 26.5.,,,,,,,,,,During the Song dynasty the nation's per capita GDP was 26.5.,The nominal gross domestic product of a country per capita.,4.747359753,0.3927878104,99.07388687,5.518381596
564,22,rel2text/seed_1,Song dynasty,gdp per capita,26.5,Song dynasty has a gdp per capita of 26.5.,,,,,,,,,,During the Song dynasty the nation's per capita GDP was 26.5.,The nominal gross domestic product of a country per capita.,4.633529186,0.5484016612,98.87506366,5.712314129
564,22,rel2text_desc_concat/seed_1,Song dynasty,gdp per capita,26.5,Song dynasty had a gdp per capita of 26.5.,,,,,,,,,,During the Song dynasty the nation's per capita GDP was 26.5.,The nominal gross domestic product of a country per capita.,4.724467278,0.4219306633,99.07144308,5.775849342
564,22,rel2text_mask_mask/seed_1,Song dynasty,gdp per capita,26.5,Song dynasty has a fertility rate of 26.5.,,,,,,x,,,,During the Song dynasty the nation's per capita GDP was 26.5.,The nominal gross domestic product of a country per capita.,2.410862446,22.12776244,9.802476317,5.010917664
1217,23,webnlg/seed_1,Vietnam Television,first air date,1970-09-07,The first air date of Vietnam Television was on the 7th September 1970.,,,,x,,,,,,Vietnam Television first aired on 1970-09-07.,The date on which regular broadcasts began.,4.811980247,0.1012937981,99.22937155,4.748550892
1217,23,rel2text_mask_mask/seed_1,Vietnam Television,first air date,1970-09-07,Vietnam Television was launched on 1970-09-07.,,,,,,,,,,Vietnam Television first aired on 1970-09-07.,The date on which regular broadcasts began.,4.62179327,0.1508818124,98.90651703,5.47541523
1217,23,kelm,Vietnam Television,first air date,1970-09-07,The first air date of Vietnam Television was 1970-09-07.,,,,x,,,,,,Vietnam Television first aired on 1970-09-07.,The date on which regular broadcasts began.,4.998803616,0.1641374547,99.27774668,5.52919054
1217,23,rel2text_fewshot100/seed_1,Vietnam Television,first air date,1970-09-07,Vietnam Television was broadcast on 1970-09-07.,,,,,,x,,,,Vietnam Television first aired on 1970-09-07.,The date on which regular broadcasts began.,4.862998486,0.4225862678,98.91690016,5.425028801
1217,23,rel2text_desc_concat/seed_1,Vietnam Television,first air date,1970-09-07,Vietnam Television first aired on 1970-09-07.,,,,,,,,,,Vietnam Television first aired on 1970-09-07.,The date on which regular broadcasts began.,5,0.1738063409,99.36502576,5.572244644
1217,23,rel2text/seed_1,Vietnam Television,first air date,1970-09-07,Vietnam Television first aired on 1970-09-07.,,,,,,,,,,Vietnam Television first aired on 1970-09-07.,The date on which regular broadcasts began.,5,0.1738066785,99.36502576,5.572249413
728,24,webnlg/seed_1,"Macau, Gironde",maximum elevation,26,"Macau, Gironde has a maximum elevation of 26.0.",,,,,,,,,,"The maximum elevation of Macau, Gironde is 26.0.",maximum elevation above the sea level,5,0.2699363744,99.2898941,5.598965168
728,24,rel2text_mask_mask/seed_1,"Macau, Gironde",maximum elevation,26,"Macau, Gironde has a fertility rate of 26.0.",,,,,,x,,,,"The maximum elevation of Macau, Gironde is 26.0.",maximum elevation above the sea level,2.645246983,10.94108671,18.64713579,4.92343235
728,24,rel2text_desc_concat/seed_1,"Macau, Gironde",maximum elevation,26,"Macau, Gironde has a maximum elevation of 26.0.",,,,,,,,,,"The maximum elevation of Macau, Gironde is 26.0.",maximum elevation above the sea level,5,0.269937655,99.2898941,5.598965168
728,24,rel2text_fewshot100/seed_1,"Macau, Gironde",maximum elevation,26,"Macau, Gironde has a maximum elevation of 26.0.",,,,,,,,,,"The maximum elevation of Macau, Gironde is 26.0.",maximum elevation above the sea level,5,0.269937655,99.2898941,5.598965168
728,24,rel2text/seed_1,"Macau, Gironde",maximum elevation,26,"Macau, Gironde has a maximum elevation of 26.0.",,,,,,,,,,"The maximum elevation of Macau, Gironde is 26.0.",maximum elevation above the sea level,5,0.2699346747,99.2898941,5.598967552
728,24,kelm,"Macau, Gironde",maximum elevation,26,"Macau, Gironde has a maximum elevation of 26.0.",,,,,,,,,,"The maximum elevation of Macau, Gironde is 26.0.",maximum elevation above the sea level,5,0.2699346747,99.2898941,5.598967552
32,25,rel2text_mask_mask/seed_1,Pallada,call sign,UDUI,Pallada is a member of UDUI.,,,,,,x,,,,UDUI is the call sign of Pallada.,"A callsign, as used in broadcasting and radio communications to identify people, radio and TV stations, or vehicles.",3.770677567,2.289280668,88.84453773,6.317052364
32,25,rel2text_fewshot100/seed_1,Pallada,call sign,UDUI,Pallada has a call sign UDUI.,,,,,,,,,,UDUI is the call sign of Pallada.,"A callsign, as used in broadcasting and radio communications to identify people, radio and TV stations, or vehicles.",5,0.7292815018,98.68006706,8.176963806
32,25,webnlg/seed_1,Pallada,call sign,UDUI,The call sign of Pallada is UDUI.,,,,,,,,,,UDUI is the call sign of Pallada.,"A callsign, as used in broadcasting and radio communications to identify people, radio and TV stations, or vehicles.",5,1.951673999,97.28733301,7.388842583
32,25,rel2text_desc_concat/seed_1,Pallada,call sign,UDUI,Pallada's call sign is UDUI.,,,,,,,,,,UDUI is the call sign of Pallada.,"A callsign, as used in broadcasting and radio communications to identify people, radio and TV stations, or vehicles.",5,0.8980800398,98.49455357,7.867917538
32,25,kelm,Pallada,call sign,UDUI,The call sign of Pallada is UDUI.,,,,,,,,,,UDUI is the call sign of Pallada.,"A callsign, as used in broadcasting and radio communications to identify people, radio and TV stations, or vehicles.",5,1.951672882,97.28733301,7.388845921
32,25,rel2text/seed_1,Pallada,call sign,UDUI,Pallada's call sign is UDUI.,,,,,,,,,,UDUI is the call sign of Pallada.,"A callsign, as used in broadcasting and radio communications to identify people, radio and TV stations, or vehicles.",5,0.8980774321,98.49455357,7.867917538
410,26,rel2text_desc_concat/seed_1,Candesartan,bioavailability,15,Candesartan has a bioavailability of 15.0.,,,,x,,,,x,,The bioavailability of Candesartan is 15.0.,The rate and extent to which the active ingredient or active moiety is absorbed from a drug product and becomes available at the site of action.,5,0.3430383746,99.19577837,6.063272953
410,26,rel2text_mask_mask/seed_1,Candesartan,bioavailability,15,Candesartan has a fertility rate of 15.0.,,,,,,x,,,,The bioavailability of Candesartan is 15.0.,The rate and extent to which the active ingredient or active moiety is absorbed from a drug product and becomes available at the site of action.,3.278537989,6.421407312,72.91017771,5.578796864
410,26,kelm,Candesartan,bioavailability,15,Candesartan has a bioavailability of 15.0.,,,,x,,,,,,The bioavailability of Candesartan is 15.0.,The rate and extent to which the active ingredient or active moiety is absorbed from a drug product and becomes available at the site of action.,5,0.3430387005,99.19577837,6.063278198
410,26,rel2text_fewshot100/seed_1,Candesartan,bioavailability,15,Candesartan has a bioavailability of 15.0.,,,,x,,,,,,The bioavailability of Candesartan is 15.0.,The rate and extent to which the active ingredient or active moiety is absorbed from a drug product and becomes available at the site of action.,5,0.3430383746,99.19577837,6.063272953
410,26,rel2text/seed_1,Candesartan,bioavailability,15,Candesartan has a bioavailability of 15.0.,,,,x,,,,,,The bioavailability of Candesartan is 15.0.,The rate and extent to which the active ingredient or active moiety is absorbed from a drug product and becomes available at the site of action.,5,0.3430387005,99.19577837,6.063278198
410,26,webnlg/seed_1,Candesartan,bioavailability,15,Candesartan has 15.0 grams of bioavailability.,,,,x,,x,,,,The bioavailability of Candesartan is 15.0.,The rate and extent to which the active ingredient or active moiety is absorbed from a drug product and becomes available at the site of action.,4.632071972,0.6214148365,49.8296231,6.313910961
1550,27,rel2text_mask_mask/seed_1,Jamestown Verrazzano Bridge,construction material,Concrete,Jamestown Verrazzano Bridge is constructed of Concrete.,,,,x,x,,x,,,Jamestown Verrazzano Bridge is made of Concrete.,"Construction material (eg. concrete, steel, iron, stone, brick, wood).",5,0.2722058678,99.27058816,5.448479652
1550,27,rel2text_desc_concat/seed_1,Jamestown Verrazzano Bridge,construction material,Concrete,Jamestown Verrazzano Bridge was built using Concrete.,,,,,,,,,,Jamestown Verrazzano Bridge is made of Concrete.,"Construction material (eg. concrete, steel, iron, stone, brick, wood).",5,0.1753235585,99.12037849,5.544884205
1550,27,kelm,Jamestown Verrazzano Bridge,construction material,Concrete,The Jamestown Verrazzano Bridge is made of concrete.,,,,,,,,,,Jamestown Verrazzano Bridge is made of Concrete.,"Construction material (eg. concrete, steel, iron, stone, brick, wood).",5,0.3200864419,99.21306968,4.934403896
1550,27,rel2text/seed_1,Jamestown Verrazzano Bridge,construction material,Concrete,Jamestown Verrazzano Bridge was built using Concrete.,,,,,,,,,,Jamestown Verrazzano Bridge is made of Concrete.,"Construction material (eg. concrete, steel, iron, stone, brick, wood).",5,0.1753237913,99.12036657,5.544882774
1550,27,webnlg/seed_1,Jamestown Verrazzano Bridge,construction material,Concrete,The Jamestown Verrazzano Bridge is made of concrete.,,,,,,,,,,Jamestown Verrazzano Bridge is made of Concrete.,"Construction material (eg. concrete, steel, iron, stone, brick, wood).",5,0.3200858133,99.21306968,4.934403896
1550,27,rel2text_fewshot100/seed_1,Jamestown Verrazzano Bridge,construction material,Concrete,Jamestown Verrazzano Bridge was built using Concrete.,,,,,,,,,,Jamestown Verrazzano Bridge is made of Concrete.,"Construction material (eg. concrete, steel, iron, stone, brick, wood).",5,0.1753235585,99.12037849,5.544884205
864,28,rel2text_fewshot100/seed_1,Universe 11,cover artist,Roger Zimmerman,The cover artist of Universe 11 is Roger Zimmerman.,,,,,,,,,,The cover artist for Universe 11 was Roger Zimmerman.,Cover artist,5,0.3450955031,99.18038845,6.230388641
864,28,rel2text/seed_1,Universe 11,cover artist,Roger Zimmerman,Roger Zimmerman was the cover artist of Universe 11.,,,,,,,,,,The cover artist for Universe 11 was Roger Zimmerman.,Cover artist,5,0.4700070713,99.04952049,6.44856739
864,28,webnlg/seed_1,Universe 11,cover artist,Roger Zimmerman,Roger Zimmerman is the cover artist of Universe 11.,,,,,,,,,,The cover artist for Universe 11 was Roger Zimmerman.,Cover artist,5,0.5607883912,98.9393115,6.0373559
864,28,kelm,Universe 11,cover artist,Roger Zimmerman,Roger Zimmerman is the cover artist of Universe 11.,,,,,,,,,,The cover artist for Universe 11 was Roger Zimmerman.,Cover artist,5,0.5607889034,98.9393115,6.03735733
864,28,rel2text_mask_mask/seed_1,Universe 11,cover artist,Roger Zimmerman,Roger Zimmerman is the creator of Universe 11.,,,,,,x,,,,The cover artist for Universe 11 was Roger Zimmerman.,Cover artist,2.970564604,78.58201265,2.409479395,5.926473618
864,28,rel2text_desc_concat/seed_1,Universe 11,cover artist,Roger Zimmerman,Roger Zimmerman was the cover artist for Universe 11.,,,,,,,,,,The cover artist for Universe 11 was Roger Zimmerman.,Cover artist,5,0.4651813768,99.05034304,6.289025784
1525,29,webnlg/seed_1,Ajax,chorus character in play,Sailors fromSalamis,Ajax is a chorus character in play Sailors from salamis.,,,,,x,,,,,"In Ajax, the Sailors fromSalamis play the chorus character.",The name of the (Greek) chorus character in play.,5,26.20045841,69.0847218,6.717440605
1525,29,rel2text_fewshot100/seed_1,Ajax,chorus character in play,Sailors fromSalamis,Ajax is a chorus character in play by Sailors from salamis.,,,,,,x,,,,"In Ajax, the Sailors fromSalamis play the chorus character.",The name of the (Greek) chorus character in play.,5,1.514148805,97.52511382,6.608963966
1525,29,rel2text_mask_mask/seed_1,Ajax,chorus character in play,Sailors fromSalamis,Ajax are Sailors from salamis.,,,,,,x,,,,"In Ajax, the Sailors fromSalamis play the chorus character.",The name of the (Greek) chorus character in play.,3.297674894,24.15768355,69.77367401,7.378311157
1525,29,rel2text_desc_concat/seed_1,Ajax,chorus character in play,Sailors fromSalamis,Ajax is the chorus character in Sailors from salamis.,,,,,,,,,,"In Ajax, the Sailors fromSalamis play the chorus character.",The name of the (Greek) chorus character in play.,5,31.40788674,64.10261393,6.81044817
1525,29,rel2text/seed_1,Ajax,chorus character in play,Sailors fromSalamis,Ajax is a chorus character in Sailors from salamis.,,,,,,,,,,"In Ajax, the Sailors fromSalamis play the chorus character.",The name of the (Greek) chorus character in play.,5,14.8041755,81.52146935,6.681536198
1525,29,kelm,Ajax,chorus character in play,Sailors fromSalamis,The chorus character Ajax is in Sailors from salamis.,,,,x,,,,,,"In Ajax, the Sailors fromSalamis play the chorus character.",The name of the (Greek) chorus character in play.,4.749499321,13.12696338,84.71859097,6.960330486
404,30,rel2text_mask_mask/seed_1,COVID-19 pandemic in Newfoundland and Labrador,active cases,22,The COVID-19 pandemic in Newfoundland and Labrador had 22 cases.,,,,,,x,,,,There are 22 active cases of COVID-19 pandemic in Newfoundland and Labrador.,Number of active cases in a pandemic,5,0.2893301658,99.19685721,5.745524883
404,30,webnlg/seed_1,COVID-19 pandemic in Newfoundland and Labrador,active cases,22,The number of active cases of the COVID-19 pandemic in Newfoundland and Labrador is 22.,,,,x,,,,,,There are 22 active cases of COVID-19 pandemic in Newfoundland and Labrador.,Number of active cases in a pandemic,5,0.2852294594,99.2806673,4.735676765
404,30,rel2text_fewshot100/seed_1,COVID-19 pandemic in Newfoundland and Labrador,active cases,22,COVID-19 pandemic in Newfoundland and Labrador has 22 active cases.,,,,,,,,,,There are 22 active cases of COVID-19 pandemic in Newfoundland and Labrador.,Number of active cases in a pandemic,5,0.1876137918,99.38726425,6.148518085
404,30,rel2text/seed_1,COVID-19 pandemic in Newfoundland and Labrador,active cases,22,The COVID-19 pandemic in Newfoundland and Labrador has 22 active cases.,,,,,,,,,,There are 22 active cases of COVID-19 pandemic in Newfoundland and Labrador.,Number of active cases in a pandemic,5,0.192399486,99.38066006,5.579239845
404,30,kelm,COVID-19 pandemic in Newfoundland and Labrador,active cases,22,COVID-19 pandemic in Newfoundland and Labrador has 22 active cases.,,,,,,,,,,There are 22 active cases of COVID-19 pandemic in Newfoundland and Labrador.,Number of active cases in a pandemic,5,0.1876138733,99.38726425,6.148513794
404,30,rel2text_desc_concat/seed_1,COVID-19 pandemic in Newfoundland and Labrador,active cases,22,The COVID-19 pandemic in Newfoundland and Labrador had 22 active cases.,,,,,,,,,,There are 22 active cases of COVID-19 pandemic in Newfoundland and Labrador.,Number of active cases in a pandemic,5,0.218150462,99.33933616,5.71635294
551,31,webnlg/seed_1,Persian blue,connotation,Heaven,The celestial body known as Persian blue has the connotation of Heaven.,,,,,,x,x,x,,Persian blue connotes Heaven.,"A meaning of a word or phrase that is suggested or implied, as opposed to a denotation, or literal meaning.",4.451334476,0.1684700954,82.7403903,5.306956768
551,31,rel2text_fewshot100/seed_1,Persian blue,connotation,Heaven,The Persian blue connotation is Heaven.,,,,x,,,,,,Persian blue connotes Heaven.,"A meaning of a word or phrase that is suggested or implied, as opposed to a denotation, or literal meaning.",5,0.6544721313,98.36556911,7.848042488
551,31,rel2text_mask_mask/seed_1,Persian blue,connotation,Heaven,Persian blue is the symbol of Heaven.,,,,,,x,,,,Persian blue connotes Heaven.,"A meaning of a word or phrase that is suggested or implied, as opposed to a denotation, or literal meaning.",5,0.2736429917,98.53140116,5.788923264
551,31,rel2text/seed_1,Persian blue,connotation,Heaven,Persian blue has a connotation of Heaven.,,,,x,,,,,,Persian blue connotes Heaven.,"A meaning of a word or phrase that is suggested or implied, as opposed to a denotation, or literal meaning.",5,0.2722213278,99.24432635,6.036150455
551,31,kelm,Persian blue,connotation,Heaven,Persian blue is a connotation of Heaven.,,x,,x,,,,,,Persian blue connotes Heaven.,"A meaning of a word or phrase that is suggested or implied, as opposed to a denotation, or literal meaning.",5,0.3956255969,99.09084439,6.057547569
551,31,rel2text_desc_concat/seed_1,Persian blue,connotation,Heaven,Persian blue has a connotation of Heaven.,,,,x,,,,,,Persian blue connotes Heaven.,"A meaning of a word or phrase that is suggested or implied, as opposed to a denotation, or literal meaning.",5,0.2722214675,99.24432635,6.036149025
854,32,rel2text_mask_mask/seed_1,Loco-Motion,computing platform,Tomy Tutor,Loco-Motion was inspired by Tomy Tutor.,,,,,,x,,x,,Loco-Motion is a puzzle game played on the Tomy Tutor.,"some sort of hardware architecture or software framework, that allows this software to run",3.36050272,0.237583206,30.78086972,5.99323988
854,32,kelm,Loco-Motion,computing platform,Tomy Tutor,Loco-Motion is available for Tomy Tutor.,,,,,,,,,,Loco-Motion is a puzzle game played on the Tomy Tutor.,"some sort of hardware architecture or software framework, that allows this software to run",3.229288816,0.4552500322,98.10826778,5.991021633
854,32,rel2text/seed_1,Loco-Motion,computing platform,Tomy Tutor,Loco-Motion is run on Tomy Tutor.,,,,,,x,,,,Loco-Motion is a puzzle game played on the Tomy Tutor.,"some sort of hardware architecture or software framework, that allows this software to run",3.867835999,1.189216506,98.05425406,6.234967709
854,32,rel2text_fewshot100/seed_1,Loco-Motion,computing platform,Tomy Tutor,Loco-Motion is a computing platform for Tomy Tutor.,,x,,x,,,,,,Loco-Motion is a puzzle game played on the Tomy Tutor.,"some sort of hardware architecture or software framework, that allows this software to run",3.199661016,10.42563096,63.28315735,5.765491486
854,32,rel2text_desc_concat/seed_1,Loco-Motion,computing platform,Tomy Tutor,Loco-Motion runs on Tomy Tutor.,,,,,,,,,,Loco-Motion is a puzzle game played on the Tomy Tutor.,"some sort of hardware architecture or software framework, that allows this software to run",3.715542793,0.7021869067,98.64504337,6.498031616
854,32,webnlg/seed_1,Loco-Motion,computing platform,Tomy Tutor,Tomy Tutor is the computing platform for Loco-Motion.,,,,x,,,,,,Loco-Motion is a puzzle game played on the Tomy Tutor.,"some sort of hardware architecture or software framework, that allows this software to run",3.014066219,0.1091116341,86.87503338,6.325693607
1564,33,kelm,Thomas Joseph Kelly,honours,National Museum of Racing and Hall of Fame,Thomas Joseph Kelly was inducted into the National Museum of Racing and Hall of Fame.,,,,,,,,x,,Thomas Joseph Kelly was entered into the National Museum of Racing and Hall of Fame.,"Honours bestowed upon a Person, Organization, RaceHorse, etc",5,0.1793591422,97.75047898,4.190300465
1564,33,rel2text_mask_mask/seed_1,Thomas Joseph Kelly,honours,National Museum of Racing and Hall of Fame,Thomas Joseph Kelly is in the National Museum of Racing and Hall of Fame.,,,,,,,,,,Thomas Joseph Kelly was entered into the National Museum of Racing and Hall of Fame.,"Honours bestowed upon a Person, Organization, RaceHorse, etc",5,0.3444830654,99.16114211,4.786988258
